"Title","M&A : Inward : Value of acquisitions - direct transactions : Annual : £m","Africa Outward Disposals Value :£m                                      ","M&A : Inward : Number of acquisitions - direct transactions : Annual    ","Africa Outward Disposals Number                                         ","M&A : Inward : Value of disposals : £m                                  ","M&A : Inward : Value of disposals in USA : Annual : £m                  ","M&A : Inward : Number of disposals in USA : Annual                      ","M&A : Inward : Value of disposals in EU : Annual : £m                   ","M&A : Inward : Number of disposals in EU : Annual                       ","M&A : Inward : Value of acquisitions : £m                               ","M&A : Inward : Value of acquisitions in USA : Annual : £m               ","M&A : Inward : Number of acquisitions in USA : Annual                   ","M&A : Inward : Value of acquisitions in EU : Annual : £m                ","M&A : Inward : Number of acquisitions in EU : Annual                    ","M&A : Outward : Value of disposals - indirect funded locally : Annual : £m","M&A : Outward : Number of disposals - indirect funded locally : Annual  ","M&A : Outward : Value of disposals - indirect funded in UK : Annual : £m","Australasia & Oceania Outward Disposals Number                          ","Australasia & Oceania Outward Acquisitions Value :£m                    ","Africa Inward Acquisitions Number                                       ","Australasia & Oceania Outward Disposals Value :£m                       ","Africa Inward Disposals Number                                          ","Africa Inward Acquisitions Value :£m                                    ","M&A : Domestic : Sales of subsidiaries between groups : Total payments : £m","M&A : Domestic : M&A of independents : Total payments : £m              ","M&A : Domestic : Value of ordinary shares : £m                          ","M&A : Domestic : Value of preference & loan stock : £m                  ","Africa Inward Disposals Value :£m                                       ","Africa Outward Acquisitions Value :£m                                   ","M&A : Domestic : Number of companies acquired                           ","Africa Outward Acquisitions Number                                      ","Europe Total Inward Disposals Value: £m                                 ","Europe Total Outward Acquisitions Value :£m                             ","Europe Total Outward Acquisitions Number                                ","Europe Total Outward Disposals Value :£m                                ","Europe Total Outward Disposals Number                                   ","Other Europe Inward Acquisitions Value :£m                              ","Other Europe Inward Acquisitions Number                                 ","Other Europe Inward Disposals Number                                    ","Europe Total Inward Acquisitions Number                                 ","Europe Total Inward Disposals Number                                    ","Europe Total Inward Acquisitions Value: £m                              ","Other Americas Inward Disposals Value :£m                               ","Other Americas Outward Acquisitions Value :£m                           ","Other Americas Outward Acquisitions Number                              ","Other Americas Outward Disposals Value :£m                              ","Other Americas Outward Disposals Number                                 ","Americas Total Inward Acquisitions Value :£m                            ","Americas Total Inward Acquisitions Number                               ","Americas Total Inward Disposals Number                                  ","M&A : Domestic : Total expenditure - (Initial plus deferred payments) : £m","M&A : Inward : Value of disposals - indirect funded locally : Annual : £m","M&A : Inward : Number of disposals - indirect funded locally : Annual   ","M&A : Inward : Value of disposals - indirect by overseas parent : Annual : £m","Other Europe Outward Acquisitions Number                                ","M&A : Inward : Number of disposals - indirect by overseas parent : Annual","Other Europe Inward Disposals Value :£m                                 ","M&A : Inward : Value of disposals - direct transactions : Annual : £m   ","Other Europe Outward Disposals Number                                   ","M&A : Inward : Number of disposals - direct transactions : Annual       ","M&A : Domestic : M&A of independents : number acquired                  ","Other Europe Outward Acquisitions Value :£m                             ","M&A : Inward : Value of acquisitions - indirect funded locally : Annual : £m","Other Americas Inward Acquisitions Number                               ","M&A : Inward : Number of acquisitions - indirect funded locally : Annual","Other Europe Outward Disposals Value :£m                                ","M&A : Inward : Value of acquisitions - indirect by overseas parent : Annual : £m","Other Americas Inward Disposals Number                                  ","M&A : Domestic : Sales of subsidiaries between groups : number acquired ","Other Americas Inward Acquisitions Value :£m                            ","M&A : Inward : Number of acquisitions - indirect by overseas parent : Annual","M&A : Domestic : Cash expenditure on M&A of independent companies : £m  ","M&A : Domestic : Cash expenditure on M&A of subsidiaries : £m           ","M&A : Domestic : Percentage of M&A in cash                              ","M&A : Domestic : Percentage of M&A in ordinary shares                   ","M&A : Domestic : Percentage of M&A in fixed interest securities         ","M&A : Outward : Value of acquisitions in USA : Annual : £m              ","Asia Outward Acquisitions Value :£m                                     ","M&A : Outward : Number of acquisitions in USA : Annual                  ","Asia Outward Acquisitions Number                                        ","Asia Ouward Disposals Value :£m                                         ","Asia Outward Disposals Number                                           ","Australasia & Oceania Inward Acquisitions Value :£m                     ","Australasia & Oceania Inward Acquisitions Number                        ","M&A : Outward : Value of acquisitions in EU : Annual : £m               ","Australasia & Oceania Inward Disposals Number                           ","M&A : Outward : Number of acquisitions in EU : Annual                   ","M&A : Inward : Number of disposals                                      ","M&A : Inward : Number of acquisitions                                   ","M&A : Outward : Number of disposals                                     ","M&A : Outward : Number of acquisitions                                  ","Australasia & Oceania Outward Acquisitions Number                       ","Australasia & Oceania Inward Disposals Value :£m                        ","M&A : Outward : Number of disposals - indirect funded in UK : Annual    ","Americas Total Outward Acquisitions Number                              ","M&A : Outward : Value of disposals - direct transactions : Annual : £m  ","Americas Total Inward Disposals Value :£m                               ","M&A : Outward : Number of disposals - direct transactions : Annual      ","Americas Total Outward Disposals Number                                 ","Americas Total Outward Acquisitions Value :£m                           ","Asia Inward Acquisitions Number                                         ","Americas Total Outward Disposals Value :£m                              ","Asia Inward Disposals Number                                            ","Asia Inward Acquisitions Value :£m                                      ","M&A : Outward : Value of acquisitions - indirect funded locally : Annual : £m","M&A : Outward : Number of acquisitions - indirect funded locally : Annual","M&A : Outward : Value of acquisitions - indirect funded in UK : Annual : £m","M&A : Outward : Number of acquisitions - indirect funded in UK : Annual ","M&A : Outward : Value of acquisitions - direct transactions : Annual : £m","M&A : Outward : Number of acquisitions - direct transactions : Annual   ","M&A : Outward : Value of disposals : £m                                 ","M&A : Outward : Value of disposals in USA : Annual : £m                 ","M&A : Outward : Number of disposals in USA : Annual                     ","M&A : Outward : Value of disposals in EU : Annual : £m                  ","M&A : Outward : Number of disposals in EU : Annual                      ","M&A : Outward : Value of acquisitions : £m                              ","Asia Inward Disposals Value :£m                                         "
"1981 Q3","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","102","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1981 Q4","","","","","","","","","","","","","","","","","","","","","","","","","","338","31","","","120","","","","","","","","","","","","","","","","","","","","","1144","","","","","","","","","","327","","","","","","","","125","","","545","230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1982 Q1","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","128","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1982 Q2","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","108","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1982 Q3","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","108","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1982 Q4","","","","","","","","","","","","","","","","","","","","","","","","","","701","222","","","119","","","","","","","","","","","","","","","","","","","","","2206","","","","","","","","","","299","","","","","","","","164","","","641","642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983 Q1","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","95","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983 Q2","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","111","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983 Q3","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","93","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983 Q4","","","","","","","","","","","","","","","","","","","","","","","","","","1261","56","","","148","","","","","","","","","","","","","","","","","","","","","2343","","","","","","","","","","305","","","","","","","","142","","","689","337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984 Q1","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","141","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984 Q2","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","153","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984 Q3","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","97","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1984 Q4","","","","","","","","","","","","","","","","","","","","","","","","","","1838","690","","","177","","","","","","","","","","","","","","","","","","","","","5474","","","","","","","","","","398","","","","","","","","170","","","2120","826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1985 Q1","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","104","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1985 Q2","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","100","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1985 Q3","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","148","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","0","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1985 Q4","","","","","","","","","","","","","","","","","","","","","","","","","","3708","525","","","122","","","","","","","","","","","","","","","","","","","","","7090","","","","","","","","","","340","","","","","","","","134","","","2473","384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1986 Q1","","","","","","","","","","507","","","","","","","","","","","","","","","","1747","22","","","134","","","","","","","","","","","","","","","","","","","","","2139","","","","","","","","","","102","","","","","","","","32","","","220","151","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1986 Q2","","","","","","","","","","314","","","","","","","","","","","","","","","","4193","1842","","","147","","","","","","","","","","","","","","","","","","","","","6830","","","","","","","","","","113","","","","","","","","34","","","598","197","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1986 Q3","","","","","","","","","","264","","","","","","","","","","","","","","","","1348","560","","","241","","","","","","","","","","","","","","","","","","","","","2733","","","","","","","","","","185","","","","","","","","56","","","488","337","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1986 Q4","","","","","","","","","","467","","","","","","","","","","","","","","","","1473","124","","","320","","","","","","","","","","","","","","","","","","","","","3668","","","","","","","","","","221","","","","","","","","99","","","363","1708","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1987 Q1","","","","","683","","","","","469","","","","","","","","","","","","","","1334","2809","2749","621","","","301","","","","","","","","","","","","","","","","","","","","","4143","","","","","","","","","","226","","","","","","","","75","","","607","165","19","66","15","","","","","","","","","","","","2","15","31","66","","","","","","","","","","","","","","","","","","","","431","","","","","1699",""
"1987 Q2","","","","","267","","","","","211","","","","","","","","","","","","","","868","4147","3247","48","","","382","","","","","","","","","","","","","","","","","","","","","5015","","","","","","","","","","302","","","","","","","","80","","","1162","559","34","65","1","","","","","","","","","","","","4","11","26","97","","","","","","","","","","","","","","","","","","","","1401","","","","","1717",""
"1987 Q3","","","","","71","","","","","739","","","","","","","","","","","","","","1086","2527","2292","43","","","456","","","","","","","","","","","","","","","","","","","","","3613","","","","","","","","","","362","","","","","","","","94","","","619","659","35","63","1","","","","","","","","","","","","5","21","29","132","","","","","","","","","","","","","","","","","","","","1630","","","","","5144",""
"1987 Q4","","","","","177","","","","","1282","","","","","","","","","","","","","","1379","2388","1686","141","","","389","","","","","","","","","","","","","","","","","","","","","3768","","","","","","","","","","298","","","","","","","","91","","","804","1136","52","45","4","","","","","","","","","","","","4","14","32","136","","","","","","","","","","","","","","","","","","","","499","","","","","3498",""
"1988 Q1","","","","","139","","","","","599","","","","","","","","","","","","","","1055","5208","1423","290","","","339","","","","","","","","","","","","","","","","","","","","","6263","","","","","","","","","","235","","","","","","","","104","","","3788","762","73","23","5","","","","","","","","","","","","6","16","34","140","","","","","","","","","","","","","","","","","","","","379","","","","","2240",""
"1988 Q2","","","","","331","","","","","976","","","","","","","","","","","","","","1211","1866","1085","411","","","331","","","","","","","","","","","","","","","","","","","","","3077","","","","","","","","","","250","","","","","","","","81","","","804","776","51","35","13","","","","","","","","","","","","3","25","28","178","","","","","","","","","","","","","","","","","","","","635","","","","","4515",""
"1988 Q3","","","","","27","","","","","3449","","","","","","","","","","","","","","2487","5946","1383","262","","","464","","","","","","","","","","","","","","","","","","","","","8433","","","","","","","","","","360","","","","","","","","104","","","4596","2193","80","16","3","","","","","","","","","","","","2","26","25","164","","","","","","","","","","","","","","","","","","","","989","","","","","2439",""
"1988 Q4","","","","","171","","","","","666","","","","","","","","","","","","","","779","4287","1102","890","","","365","","","","","","","","","","","","","","","","","","","","","5066","","","","","","","","","","278","","","","","","","","87","","","2384","690","61","22","18","","","","","","","","","","","","5","32","25","166","","","","","","","","","","","","","","","","","","","","1877","","","","","8106",""
"1989 Q1","","","","","66","","","","","1453","","","","","","","","","","","","","","1008","2595","602","343","","","279","","","","","","","","","","","","","","","","","","","","","3603","","","","","","","","","","184","","","","","","","","95","","","1806","853","74","17","10","","","","","","","","","","","","3","24","29","171","","","","","","","","","","","","","","","","","","","","593","","","","","5553",""
"1989 Q2","","","","","1431","","","","","2457","","","","","","","","","","","","","","1541","1480","678","38","","","288","","","","","","","","","","","","","","","","","","","","","3022","","","","","","","","","","187","","","","","","","","101","","","799","1506","76","22","1","","","","","","","","","","","","7","44","36","183","","","","","","","","","","","","","","","","","","","","1013","","","","","6146",""
"1989 Q3","","","","","662","","","","","1898","","","","","","","","","","","","","","1108","12149","1582","594","","","359","","","","","","","","","","","","","","","","","","","","","13257","","","","","","","","","","252","","","","","","","","107","","","10102","979","84","12","4","","","","","","","","","","","","2","52","47","193","","","","","","","","","","","","","","","","","","","","1608","","","","","8431",""
"1989 Q4","","","","","858","","","","","6322","","","","","","","","","","","","","","2020","5348","658","399","","","411","","","","","","","","","","","","","","","","","","","","","7368","","","","","","","","","","273","","","","","","","","138","","","4342","1969","86","9","5","","","","","","","","","","","","5","48","22","134","","","","","","","","","","","","","","","","","","","","445","","","","","2492",""
"1990 Q1","","","","","264","","","","","5095","","","","","","","","","","","","","","943","1559","544","53","","","230","","","","","","","","","","","","","","","","","","","","","2502","","","","","","","","","","133","","","","","","","","97","","","1108","798","76","22","2","","","","","","","","","","","","3","46","36","138","","","","","","","","","","","","","","","","","","","","1989","","","","","2752",""
"1990 Q2","","","","","760","","","","","1247","","","","","","","","","","","","","","417","1305","121","19","","","181","","","","","","","","","","","","","","","","","","","","","1722","","","","","","","","","","124","","","","","","","","57","","","1176","406","92","7","1","","","","","","","","","","","","6","21","21","121","","","","","","","","","","","","","","","","","","","","1223","","","","","2660",""
"1990 Q3","","","","","127","","","","","2702","","","","","","","","","","","","","","938","1500","635","297","","","202","","","","","","","","","","","","","","","","","","","","","2438","","","","","","","","","","100","","","","","","","","102","","","683","823","62","26","12","","","","","","","","","","","","6","49","31","173","","","","","","","","","","","","","","","","","","","","1511","","","","","3251",""
"1990 Q4","","","","","49","","","","","1914","","","","","","","","","","","","","","643","1024","233","24","","","166","","","","","","","","","","","","","","","","","","","","","1667","","","","","","","","","","80","","","","","","","","86","","","764","644","84","14","2","","","","","","","","","","","","4","27","46","154","","","","","","","","","","","","","","","","","","","","1452","","","","","4289",""
"1991 Q1","","","","","47","","","","","2167","","","","","","","","","","","","","","767","2700","701","30","","","102","","","","","","","","","","","","","","","","","","","","","3468","","","","","","","","","","60","","","","","","","","42","","","1974","763","79","20","1","","","","","","","","","","","","2","30","35","127","","","","","","","","","","","","","","","","","","","","340","","","","","1859",""
"1991 Q2","","","","","318","","","","","1952","","","","","","","","","","","","","","794","731","248","24","","","162","","","","","","","","","","","","","","","","","","","","","1526","","","","","","","","","","88","","","","","","","","74","","","498","755","82","16","2","","","","","","","","","","","","5","41","43","113","","","","","","","","","","","","","","","","","","","","459","","","","","2361",""
"1991 Q3","","","","","536","","","","","1581","","","","","","","","","","","","","","240","762","341","5","","","115","","","","","","","","","","","","","","","","","","","","","1002","","","","","","","","","","73","","","","","","","","42","","","440","216","65","34","0","","","","","","","","","","","","3","41","42","162","","","","","","","","","","","","","","","","","","","","539","","","","","3191",""
"1991 Q4","","","","","126","","","","","967","","","","","","","","","","","","","","1144","3294","1744","62","","","127","","","","","","","","","","","","","","","","","","","","","4438","","","","","","","","","","71","","","","","","","","56","","","1570","1062","59","39","1","","","","","","","","","","","","7","34","37","148","","","","","","","","","","","","","","","","","","","","419","","","","","2277",""
"1992 Q1","","","","","556","","","","","889","","","","","","","","","","","","","","881","1281","990","9","","","119","","","","","","","","","","","","","","","","","","","","","2162","","","","","","","","","","67","","","","","","","","52","","","297","866","54","46","0","","","","","","","","","","","","5","48","46","191","","","","","","","","","","","","","","","","","","","","634","","","","","1807",""
"1992 Q2","","","","","113","","","","","642","","","","","","","","","","","","","","352","1443","575","5","","","111","","","","","","","","","","","","","","","","","","","","","1795","","","","","","","","","","70","","","","","","","","41","","","875","340","68","32","0","","","","","","","","","","","","3","43","52","146","","","","","","","","","","","","","","","","","","","","1031","","","","","2141",""
"1992 Q3","","","","","377","","","","","1166","","","","","","","","","","","","","","236","309","96","22","","","96","","","","","","","","","","","","","","","","","","","","","545","","","","","","","","","","58","","","","","","","","38","","","211","216","78","18","4","","","","","","","","","","","","9","47","21","167","","","","","","","","","","","","","","","","","","","","783","","","","","1369",""
"1992 Q4","","","","","361","","","","","1442","","","","","","","","","","","","","","364","1075","461","11","","","106","","","","","","","","","","","","","","","","","","","","","1439","","","","","","","","","","37","","","","","","","","69","","","645","322","67","32","1","","","","","","","","","","","","12","72","100","175","","","","","","","","","","","","","","","","","","","","1088","","","","","1947",""
"1993 Q1","","","","","343","","","","","1082","","","","","","","","","","","","","","1189","427","144","62","","","103","","","","","","","","","","","","","","","","","","","","","1615","","","","","","","","","","52","","","","","","","","51","","","294","1115","87","9","4","","","","","","","","","","","","16","63","65","139","","","","","","","","","","","","","","","","","","","","1106","","","","","1582",""
"1993 Q2","","","","","158","","","","","1613","","","","","","","","","","","","","","440","927","283","19","","","139","","","","","","","","","","","","","","","","","","","","","1367","","","","","","","","","","81","","","","","","","","58","","","690","376","78","21","1","","","","","","","","","","","","13","52","51","149","","","","","","","","","","","","","","","","","","","","1053","","","","","3945",""
"1993 Q3","","","","","272","","","","","1441","","","","","","","","","","","","","","524","715","386","114","","","120","","","","","","","","","","","","","","","","","","","","","1239","","","","","","","","","","81","","","","","","","","39","","","231","508","60","31","9","","","","","","","","","","","","19","68","27","90","","","","","","","","","","","","","","","","","","","","1246","","","","","1541",""
"1993 Q4","","","","","338","","","","","1051","","","","","","","","","","","","","","1925","917","349","16","","","164","","","","","","","","","","","","","","","","","","","","","2842","","","","","","","","","","123","","","","","","","","41","","","584","1892","87","12","1","","","","","","","","","","","","25","84","78","143","","","","","","","","","","","","","","","","","","","","1374","","","","","2145",""
"1994 Q1","","","","","747","","","","","1953","","","","","","","","","","","","","","352","2365","1434","8","","","182","","","","","","","","","","","","","","","","","","","","","2717","","","","","","","","","","106","","","","","","","","76","","","981","294","47","53","0","","","","","","","","","","","","15","65","48","112","","","","","","","","","","","","","","","","","","","","1707","","","","","1204",""
"1994 Q2","","","","","289","","","","","651","","","","","","","","","","","","","","522","1130","444","53","","","185","","","","","","","","","","","","","","","","","","","","","1652","","","","","","","","","","134","","","","","","","","51","","","736","419","70","27","3","","","","","","","","","","","","11","44","25","115","","","","","","","","","","","","","","","","","","","","952","","","","","4903",""
"1994 Q3","","","","","328","","","","","1176","","","","","","","","","","","","","","529","1483","645","10","","","157","","","","","","","","","","","","","","","","","","","","","2012","","","","","","","","","","117","","","","","","","","40","","","855","502","68","32","0","","","","","","","","","","","","6","45","36","88","","","","","","","","","","","","","","","","","","","","971","","","","","3535",""
"1994 Q4","","","","","112","","","","","1433","","","","","","","","","","","","","","1123","765","300","73","","","150","","","","","","","","","","","","","","","","","","","","","1888","","","","","","","","","","108","","","","","","","","42","","","491","1024","80","16","4","","","","","","","","","","","","6","48","40","107","","","","","","","","","","","","","","","","","","","","2103","","","","","5522",""
"1995 Q1","","","","","84","","","","","2423","","","","","","","","","","","","","","1022","10328","3324","21","","","139","","","","","","","","","","","","","","","","","","","","","11350","","","","","","","","","","89","","","","","","","","50","","","7089","916","71","29","0","","","","","","","","","","","","6","30","35","99","","","","","","","","","","","","","","","","","","","","1592","","","","","4075",""
"1995 Q2","","","","","219","","","","","1326","","","","","","","","","","","","","","812","1424","760","23","","","114","","","","","","","","","","","","","","","","","","","","","2236","","","","","","","","","","63","","","","","","","","51","","","703","750","65","34","1","","","","","","","","","","","","2","34","22","102","","","","","","","","","","","","","","","","","","","","580","","","","","3544",""
"1995 Q3","","","","","182","","","","","3469","","","","","","","","","","","","","","1437","8052","521","224","","","110","","","","","","","","","","","","","","","","","","","","","9489","","","","","","","","","","65","","","","","","","","45","","","7383","1361","93","5","2","","","","","","","","","","","","5","25","12","75","","","","","","","","","","","","","","","","","","","","203","","","","","1924",""
"1995 Q4","","","","","1026","","","","","5599","","","","","","","","","","","","","","3682","5843","2012","191","","","142","","","","","","","","","","","","","","","","","","","","","9525","","","","","","","","","","82","","","","","","","","60","","","4627","2695","76","22","2","","","","","","","","","","","","8","42","48","89","","","","","","","","","","","","","","","","","","","","3614","","","","","2424",""
"1996 Q1","","","","","2","","","","","1724","","","","","","","","","","","","","","2315","6979","3584","25","","","138","","","","","","","","","","","","","","","","","","","","","9294","","","","","","","","","","69","","","","","","","","69","","","3573","2112","61","39","0","","","","","","","","","","","","1","26","29","101","","","","","","","","","","","","","","","","","","","","1322","","","","","1961",""
"1996 Q2","","","","","542","","","","","5492","","","","","","","","","","","","","","1756","5661","2251","92","","","148","","","","","","","","","","","","","","","","","","","","","7417","","","","","","","","","","75","","","","","","","","73","","","2402","2672","68","30","1","","","","","","","","","","","","4","34","38","113","","","","","","","","","","","","","","","","","","","","2658","","","","","4539",""
"1996 Q3","","","","","264","","","","","1020","","","","","","","","","","","","","","1566","7534","3881","99","","","148","","","","","","","","","","","","","","","","","","","","","9100","","","","","","","","","","85","","","","","","","","63","","","3650","1470","56","43","1","","","","","","","","","","","","6","34","44","100","","","","","","","","","","","","","","","","","","","","2912","","","","","2937",""
"1996 Q4","","","","","225","","","","","1277","","","","","","","","","","","","","","1757","3174","1210","49","","","150","","","","","","","","","","","","","","","","","","","","","4931","","","","","","","","","","107","","","","","","","","43","","","1942","1730","74","25","1","","","","","","","","","","","","7","39","67","128","","","","","","","","","","","","","","","","","","","","915","","","","","3940",""
"1997 Q1","","","","","119","","","","","6350","","","","","","","","","","","","","","1166","1144","500","70","","","115","","","","","","","","","","","","","","","","","","","","","2310","","","","","","","","","","85","","","","","","","","30","","","667","1073","75","22","3","","","","","","","","","","","","3","37","43","110","","","","","","","","","","","","","","","","","","","","1732","","","","","3869",""
"1997 Q2","","","","","140","","","","","3201","","","","","","","","","","","","","","455","3046","1290","68","","","120","","","","","","","","","","","","","","","","","","","","","3501","","","","","","","","","","94","","","","","","","","26","","","1716","427","61","37","2","","","","","","","","","","","","6","44","36","99","","","","","","","","","","","","","","","","","","","","1385","","","","","2616",""
"1997 Q3","","","","","358","","","","","2378","","","","","","","","","","","","","","368","3920","995","65","","","142","","","","","","","","","","","","","","","","","","","","","4288","","","","","","","","","","109","","","","","","","","33","","","2943","285","75","23","2","","","","","","","","","","","","8","47","48","118","","","","","","","","","","","","","","","","","","","","2001","","","","","6411",""
"1997 Q4","","","","","861","","","","","3788","","","","","","","","","","","","","","2387","14343","12798","120","","","129","","","","","","","","","","","","","","","","","","","","","16730","","","","","","","","","","96","","","","","","","","33","","","1525","2287","23","76","1","","","","","","","","","","","","11","65","49","137","","","","","","","","","","","","","","","","","","","","2230","","","","","6280",""
"1998 Q1","","","","","566","","","","","8976","","","","","","","","","","","","","","1779","3012","1156","113","","","140","","","","","","","","","","","","","","","","","","","","","4790","","","","","","","","","","103","","","","","","","","37","","","1760","1761","74","24","2","","","","","","","","","","","","11","49","55","132","","","","","","","","","","","","","","","","","","","","2055","","","","","4842",""
"1998 Q2","","","","","1490","","","","","9488","","","","","","","","","","","","","","806","11150","7932","195","","","155","","","","","","","","","","","","","","","","","","","","","11956","","","","","","","","","","114","","","","","","","","41","","","3091","738","32","66","2","","","","","","","","","","","","12","75","63","144","","","","","","","","","","","","","","","","","","","","6469","","","","","6048",""
"1998 Q3","","","","","1176","","","","","9458","","","","","","","","","","","","","","1647","4546","817","228","","","178","","","","","","","","","","","","","","","","","","","","","6193","","","","","","","","","","143","","","","","","","","35","","","3530","1618","83","13","4","","","","","","","","","","","","11","61","51","128","","","","","","","","","","","","","","","","","","","","3092","","","","","5589",""
"1998 Q4","","","","","239","","","","","4491","","","","","","","","","","","","","","1207","5378","3255","59","","","162","","","","","","","","","","","","","","","","","","","","","6586","","","","","","","","","","125","","","","","","","","37","","","2090","1181","50","49","1","","","","","","","","","","","","12","67","49","165","","","","","","","","","","","","","","","","","","","","1198","","","","","38438",""
"1999 Q1","","","","","482","","","","","8179","","","","","","","","","","","","","","844","7891","5735","76","","","117","","","","","","","","","","","","","","","","","","","","","8735","","","","","","","","","","95","","","","","","","","22","","","2299","625","33","66","1","","","","","","","","","","","","11","75","47","141","","","","","","","","","","","","","","","","","","","","2188","","","","","4021",""
"1999 Q2","","","","","335","","","","","7774","","","","","","","","","","","","","","735","6477","1509","82","","","127","","","","","","","","","","","","","","","","","","","","","7212","","","","","","","","","","101","","","","","","","","26","","","4893","728","78","21","1","","","","","","","","","","","","5","56","75","147","","","","","","","","","","","","","","","","","","","","6573","","","","","81224",""
"1999 Q3","","","","","236","","","","","10744","","","","","","","","","","","","","","1732","4747","2098","81","","","145","","","","","","","","","","","","","","","","","","","","","6479","","","","","","","","","","115","","","","","","","","30","","","2618","1682","66","32","1","","","","","","","","","","","","9","52","43","133","","","","","","","","","","","","","","","","","","","","2271","","","","","6725",""
"1999 Q4","","","","","4465","","","","","34163","","","","","","","","","","","","","","641","3096","250","112","","","104","","","","","","","","","","","","","","","","","","","","","3737","","","","","","","","","","89","","","","","","","","15","","","2795","580","90","7","3","","","","","","","","","","","","14","69","33","169","","","","","","","","","","","","","","","","","","","","1554","","","","","19223",""
"2000 Q1","","","","","898","","","","","4920","","","","","","","","","","","","","","1206","32533","14960","160","","","139","","","","","","","","","","","","","","","","","","","","","33739","","","","","","","","","","115","","","","","","","","24","","","17483","1136","56","44","0","","","","","","","","","","","","12","54","48","188","","","","","","","","","","","","","","","","","","","","8290","","","","","13401",""
